match_id,tournament,season,stage,round,kickoff_utc,kickoff_local,timezone,venue_id,city,home_team_id,away_team_id,home_source_rule,away_source_rule,home_source_match_id,away_source_match_id,home_score_90,away_score_90,home_score_extra,away_score_extra,home_penalties,away_penalties,winner_team_id,status,source_name,source_url,fetched_at,raw_data
match-95,FIFA World Cup,2026,Round of 16,Round of 16,2026-07-07T16:00:00.000Z,2026-07-07T12:00:00,America/New_York,atlanta,Atlanta,,,W86,W88,match-86,match-88,,,,,,,,scheduled,openfootball,https://github.com/openfootball/worldcup.json,2026-07-01T14:05:55.202Z,{}
match-96,FIFA World Cup,2026,Round of 16,Round of 16,2026-07-07T20:00:00.000Z,2026-07-07T13:00:00,America/Vancouver,vancouver,Vancouver,,,W85,W87,match-85,match-87,,,,,,,,scheduled,openfootball,https://github.com/openfootball/worldcup.json,2026-07-01T14:05:55.202Z,{}
match-97,FIFA World Cup,2026,Quarter-final,Quarter-final,2026-07-09T20:00:00.000Z,2026-07-09T16:00:00,America/New_York,boston-foxborough,Boston,,,W89,W90,match-89,match-90,,,,,,,,scheduled,openfootball,https://github.com/openfootball/worldcup.json,2026-07-01T14:05:55.202Z,{}
match-98,FIFA World Cup,2026,Quarter-final,Quarter-final,2026-07-10T19:00:00.000Z,2026-07-10T12:00:00,America/Los_Angeles,los-angeles-inglewood,Los Angeles,,,W93,W94,match-93,match-94,,,,,,,,scheduled,openfootball,https://github.com/openfootball/worldcup.json,2026-07-01T14:05:55.202Z,{}
match-99,FIFA World Cup,2026,Quarter-final,Quarter-final,2026-07-11T21:00:00.000Z,2026-07-11T17:00:00,America/New_York,miami-miami-gardens,Miami,,,W91,W92,match-91,match-92,,,,,,,,scheduled,openfootball,https://github.com/openfootball/worldcup.json,2026-07-01T14:05:55.202Z,{}
match-100,FIFA World Cup,2026,Quarter-final,Quarter-final,2026-07-12T01:00:00.000Z,2026-07-11T20:00:00,America/Chicago,kansas-city,Kansas City,,,W95,W96,match-95,match-96,,,,,,,,scheduled,openfootball,https://github.com/openfootball/worldcup.json,2026-07-01T14:05:55.202Z,{}
match-101,FIFA World Cup,2026,Semi-final,Semi-final,2026-07-14T19:00:00.000Z,2026-07-14T14:00:00,America/Chicago,dallas-arlington,Dallas,,,W97,W98,match-97,match-98,,,,,,,,scheduled,openfootball,https://github.com/openfootball/worldcup.json,2026-07-01T14:05:55.202Z,{}
match-102,FIFA World Cup,2026,Semi-final,Semi-final,2026-07-15T19:00:00.000Z,2026-07-15T15:00:00,America/New_York,atlanta,Atlanta,,,W99,W100,match-99,match-100,,,,,,,,scheduled,openfootball,https://github.com/openfootball/worldcup.json,2026-07-01T14:05:55.202Z,{}
match-103,FIFA World Cup,2026,Match for third place,Match for third place,2026-07-18T21:00:00.000Z,2026-07-18T17:00:00,America/New_York,miami-miami-gardens,Miami,,,L101,L102,match-101,match-102,,,,,,,,scheduled,openfootball,https://github.com/openfootball/worldcup.json,2026-07-01T14:05:55.202Z,{}
match-104,FIFA World Cup,2026,Final,Final,2026-07-19T19:00:00.000Z,2026-07-19T15:00:00,America/New_York,new-york-new-jersey-east-rutherford,New York/New Jersey,,,W101,W102,match-101,match-102,,,,,,,,scheduled,openfootball,https://github.com/openfootball/worldcup.json,2026-07-01T14:05:55.202Z,{}
